country,year,iso_code,population,gdp,co2,co2_per_capita,coal_co2,oil_co2,gas_co2,methane,nitrous_oxide,total_ghg,ghg_per_capita
South Africa,2019,ZAF,59051398.0,399762000000.0,405.51,6.867,328.11,61.2,15.15,70.34,21.33,497.18,8.419
South Africa,2020,ZAF,59523810.0,409756000000.0,375.36,6.306,299.24,55.54,14.33,63.61,20.68,459.65,7.722
South Africa,2021,ZAF,60000000.0,420000000000.0,400.05,6.668,322.7,59.99,15.1,68.42,21.89,490.36,8.173
Mexico,1990,MEX,98422422.0,599998000000.0,208.93,2.123,17.43,119.46,72.39,88.08,27.44,324.45,3.296
Mexico,1991,MEX,99209802.0,614998000000.0,219.49,2.212,18.4,126.23,75.19,94.68,28.69,342.85,3.456
Mexico,1992,MEX,100003480.0,630373000000.0,220.27,2.203,18.8,123.9,74.56,97.09,29.49,346.84,3.468
Mexico,1993,MEX,100803508.0,646132000000.0,221.27,2.195,18.36,123.92,75.74,99.54,29.71,350.52,3.477
Mexico,1994,MEX,101609936.0,662286000000.0,229.31,2.257,19.11,128.34,78.52,101.21,31.27,361.79,3.561
Mexico,1995,MEX,102422816.0,678843000000.0,240.69,2.35,19.77,139.64,84.02,104.45,31.05,376.19,3.673
Mexico,1996,MEX,103242198.0,695814000000.0,240.86,2.333,20.01,135.16,82.24,103.52,31.82,376.21,3.644
Mexico,1997,MEX,104068136.0,713209000000.0,250.68,2.409,20.97,140.62,88.11,110.37,33.14,394.19,3.788
Mexico,1998,MEX,104900681.0,731039000000.0,259.35,2.472,21.76,150.85,88.0,109.03,32.76,401.13,3.824
Mexico,1999,MEX,105739886.0,749315000000.0,254.71,2.409,21.03,146.17,88.91,112.83,33.31,400.86,3.791
Mexico,2000,MEX,106585805.0,768048000000.0,268.27,2.517,19.5,144.8,104.15,113.05,34.44,415.76,3.901
Mexico,2001,MEX,107438492.0,787250000000.0,275.31,2.562,19.61,148.85,108.17,118.56,34.55,428.41,3.988
Mexico,2002,MEX,108298000.0,806931000000.0,270.34,2.496,18.91,146.88,104.72,116.87,37.2,424.41,3.919
Mexico,2003,MEX,109164384.0,827104000000.0,281.13,2.575,19.72,151.71,110.28,118.79,36.44,436.35,3.997
Mexico,2004,MEX,110037699.0,847782000000.0,290.62,2.641,20.43,156.88,113.27,120.88,36.91,448.41,4.075
Mexico,2005,MEX,110918000.0,868976000000.0,290.95,2.623,20.11,153.7,115.65,130.33,39.06,460.34,4.15
Mexico,2006,MEX,111805344.0,890701000000.0,302.52,2.706,20.8,165.48,117.57,132.57,40.27,475.36,4.252
Mexico,2007,MEX,112699787.0,912968000000.0,305.98,2.715,21.52,164.55,119.61,130.97,40.06,477.01,4.233
Mexico,2008,MEX,113601385.0,935792000000.0,301.71,2.656,20.78,164.66,118.0,136.21,41.56,479.48,4.221
Mexico,2009,MEX,114510196.0,959187000000.0,320.77,2.801,22.24,171.64,129.87,138.36,40.45,499.58,4.363
Mexico,2010,MEX,115426278.0,983167000000.0,318.95,2.763,21.75,168.54,127.84,140.04,41.17,500.16,4.333
Mexico,2011,MEX,116349688.0,1007746000000.0,325.9,2.801,22.12,173.69,127.77,136.89,42.38,505.16,4.342
Mexico,2012,MEX,117280486.0,1032940000000.0,337.39,2.877,22.26,180.52,133.84,141.91,44.38,523.68,4.465
Mexico,2013,MEX,118218730.0,1058763000000.0,339.71,2.874,22.14,179.99,134.13,145.67,44.62,530.01,4.483
Mexico,2014,MEX,119164479.0,1085232000000.0,334.88,2.81,21.84,176.94,137.45,152.62,43.69,531.19,4.458
Mexico,2015,MEX,120117795.0,1112363000000.0,351.43,2.926,22.84,185.36,143.76,154.41,46.88,552.72,4.601
Mexico,2016,MEX,121078738.0,1140172000000.0,353.78,2.922,22.82,189.27,142.28,153.61,45.98,553.37,4.57
Mexico,2017,MEX,122047368.0,1168676000000.0,360.74,2.956,23.0,188.16,149.45,151.71,47.11,559.56,4.585
Mexico,2018,MEX,123023747.0,1197893000000.0,358.38,2.913,22.51,185.47,144.57,161.29,47.2,566.86,4.608
Mexico,2019,MEX,124007937.0,1227841000000.0,377.28,3.042,24.05,198.13,155.17,160.37,49.3,586.95,4.733
Mexico,2020,MEX,125000000.0,1258537000000.0,344.48,2.756,21.6,183.95,144.19,154.78,45.6,544.87,4.359
Mexico,2021,MEX,126000000.0,1290000000000.0,385.33,3.058,24.11,202.24,157.05,165.9,49.06,600.29,4.764
Australia,1990,AUS,20309389.0,720928000000.0,220.13,10.839,85.73,88.2,45.56,64.29,21.56,305.98,15.066
Australia,1991,AUS,20471864.0,738951000000.0,228.05,11.14,87.25,93.6,48.67,67.09,21.82,316.95,15.482
Australia,1992,AUS,20635639.0,757425000000.0,237.11,11.49,91.61,94.78,50.68,69.71,21.84,328.66,15.927
Australia,1993,AUS,20800724.0,776361000000.0,239.01,11.49,90.08,95.45,50.87,69.18,22.58,330.77,15.902
Australia,1994,AUS,20967130.0,795770000000.0,246.15,11.74,92.84,101.68,51.27,72.24,22.98,341.37,16.281
Australia,1995,AUS,21134867.0,815664000000.0,248.44,11.755,93.5,101.64,53.3,73.63,24.06,346.13,16.377
Australia,1996,AUS,21303946.0,836055000000.0,260.92,12.248,101.59,105.45,54.51,75.84,24.7,361.46,16.967
Australia,1997,AUS,21474377.0,856957000000.0,267.95,12.478,101.59,108.07,57.33,79.86,25.68,373.49,17.392
Australia,1998,AUS,21646172.0,878381000000.0,273.17,12.62,104.45,111.15,57.9,78.17,25.58,376.92,17.413
Australia,1999,AUS,21819342.0,900340000000.0,278.6,12.768,105.56,114.21,58.86,84.19,25.36,388.15,17.789
Australia,2000,AUS,21993896.0,922849000000.0,278.37,12.657,97.36,111.68,69.4,85.04,26.01,389.43,17.706
Australia,2001,AUS,22169848.0,945920000000.0,287.84,12.984,99.85,115.88,72.78,87.2,27.53,402.57,18.159
Australia,2002,AUS,22347206.0,969568000000.0,296.76,13.279,102.28,122.18,74.74,88.49,28.38,413.63,18.509
Australia,2003,AUS,22525984.0,993807000000.0,296.2,13.149,103.03,118.53,73.97,88.19,29.15,413.53,18.358
Australia,2004,AUS,22706192.0,1018652000000.0,311.0,13.696,107.23,127.2,78.77,93.28,28.9,433.17,19.077
Australia,2005,AUS,22887841.0,1044119000000.0,309.66,13.529,104.01,127.01,79.39,91.97,28.63,430.25,18.798
Australia,2006,AUS,23070944.0,1070222000000.0,322.87,13.994,107.28,132.06,84.0,94.03,29.55,446.45,19.351
Australia,2007,AUS,23255512.0,1096977000000.0,326.76,14.051,111.62,132.89,85.46,93.57,30.61,450.95,19.391
Australia,2008,AUS,23441556.0,1124402000000.0,333.02,14.206,113.43,133.52,86.99,98.25,30.97,462.23,19.718
Australia,2009,AUS,23629088.0,1152512000000.0,329.21,13.932,111.62,131.94,84.78,98.45,32.43,460.1,19.472
Australia,2010,AUS,23818121.0,1181324000000.0,344.3,14.455,115.87,138.58,90.27,101.92,32.94,479.16,20.117
Australia,2011,AUS,24008666.0,1210858000000.0,354.37,14.76,115.01,145.15,91.27,103.56,32.44,490.37,20.425
Australia,2012,AUS,24200735.0,1241129000000.0,349.88,14.457,114.58,143.08,91.62,106.5,33.23,489.6,20.231
Australia,2013,AUS,24394341.0,1272157000000.0,351.5,14.409,116.54,141.9,92.9,107.99,33.64,493.14,20.215
Australia,2014,AUS,24589496.0,1303961000000.0,357.13,14.524,115.92,148.07,95.67,109.7,34.82,501.65,20.401
Australia,2015,AUS,24786212.0,1336560000000.0,365.61,14.75,118.31,150.51,96.33,108.88,34.64,509.13,20.541
Australia,2016,AUS,24984501.0,1369974000000.0,375.88,15.044,123.77,150.63,101.24,109.97,36.68,522.54,20.914
Australia,2017,AUS,25184377.0,1404223000000.0,375.72,14.919,120.32,154.75,102.47,113.38,35.91,525.0,20.846
Australia,2018,AUS,25385852.0,1439329000000.0,387.1,15.249,122.66,156.16,105.19,114.07,36.34,537.51,21.174
Australia,2019,AUS,25588939.0,1475312000000.0,398.16,15.56,129.1,163.29,106.98,114.46,38.38,551.0,21.533
Australia,2020,AUS,25793651.0,1512195000000.0,369.18,14.313,115.01,151.45,101.91,111.87,34.79,515.84,19.999
Australia,2021,AUS,26000000.0,1550000000000.0,397.13,15.274,127.46,160.74,110.41,122.5,38.75,558.39,21.476
United Kingdom,1990,GBR,52335733.0,1441856000000.0,572.1,10.931,32.58,292.61,251.38,84.71,32.22,689.03,13.166
United Kingdom,1991,GBR,52754418.0,1477902000000.0,558.93,10.595,32.7,287.45,245.75,79.8,32.67,671.41,12.727
United Kingdom,1992,GBR,53176454.0,1514850000000.0,565.63,10.637,32.75,287.11,240.2,80.4,31.53,677.56,12.742
United Kingdom,1993,GBR,53601865.0,1552721000000.0,549.88,10.259,32.18,279.02,241.36,77.28,31.83,658.98,12.294
United Kingdom,1994,GBR,54030680.0,1591539000000.0,555.44,10.28,31.42,277.41,239.89,75.61,31.46,662.51,12.262
United Kingdom,1995,GBR,54462926.0,1631328000000.0,544.81,10.003,31.23,274.89,235.31,77.27,29.6,651.69,11.966
United Kingdom,1996,GBR,54898629.0,1672111000000.0,527.35,9.606,30.45,270.15,226.01,75.96,29.26,632.58,11.523
United Kingdom,1997,GBR,55337818.0,1713914000000.0,508.49,9.189,29.67,261.53,215.92,72.64,28.99,610.12,11.025
United Kingdom,1998,GBR,55780521.0,1756761000000.0,501.68,8.994,28.55,251.12,216.9,73.51,29.19,604.38,10.835
United Kingdom,1999,GBR,56226765.0,1800680000000.0,503.06,8.947,28.43,260.92,220.8,72.55,29.05,604.67,10.754
United Kingdom,2000,GBR,56676579.0,1845697000000.0,500.6,8.833,24.46,235.24,239.2,71.02,28.4,600.02,10.587
United Kingdom,2001,GBR,57129992.0,1891840000000.0,481.77,8.433,22.93,227.47,233.66,69.1,27.56,578.43,10.125
United Kingdom,2002,GBR,57587032.0,1939136000000.0,467.04,8.11,22.34,224.68,224.88,68.66,26.93,562.63,9.77
United Kingdom,2003,GBR,58047728.0,1987614000000.0,466.77,8.041,22.06,222.4,223.25,66.02,26.74,559.53,9.639
United Kingdom,2004,GBR,58512110.0,2037305000000.0,464.93,7.946,21.65,222.1,221.78,64.78,25.25,554.96,9.485
United Kingdom,2005,GBR,58980207.0,2088237000000.0,441.81,7.491,20.79,204.22,213.03,65.38,24.9,532.09,9.022
United Kingdom,2006,GBR,59452048.0,2140443000000.0,443.28,7.456,20.63,209.46,212.35,61.22,24.49,529.0,8.898
United Kingdom,2007,GBR,59927665.0,2193954000000.0,419.54,7.001,19.21,197.89,206.59,62.4,24.77,506.72,8.456
United Kingdom,2008,GBR,60407086.0,2248803000000.0,411.82,6.817,18.8,191.11,198.28,60.05,24.05,495.92,8.21
United Kingdom,2009,GBR,60890343.0,2305023000000.0,408.31,6.706,18.55,193.04,201.41,58.07,24.08,490.46,8.055
United Kingdom,2010,GBR,61377465.0,2362649000000.0,411.61,6.706,18.55,190.56,201.31,59.02,23.52,494.15,8.051
United Kingdom,2011,GBR,61868485.0,2421715000000.0,385.93,6.238,17.31,179.72,189.23,55.22,22.98,464.13,7.502
United Kingdom,2012,GBR,62363433.0,2482258000000.0,388.41,6.228,17.6,182.7,192.82,54.8,22.15,465.35,7.462
United Kingdom,2013,GBR,62862340.0,2544314000000.0,369.86,5.884,16.53,168.96,183.7,52.88,21.01,443.75,7.059
United Kingdom,2014,GBR,63365239.0,2607922000000.0,361.35,5.703,15.6,168.34,180.22,52.55,20.57,434.47,6.857
United Kingdom,2015,GBR,63872161.0,2673120000000.0,351.28,5.5,15.06,159.73,176.75,50.46,20.32,422.06,6.608
United Kingdom,2016,GBR,64383138.0,2739948000000.0,343.09,5.329,14.72,157.91,171.15,49.24,19.47,411.8,6.396
United Kingdom,2017,GBR,64898203.0,2808447000000.0,339.39,5.23,14.46,154.02,172.12,49.09,19.57,408.05,6.288
United Kingdom,2018,GBR,65417389.0,2878658000000.0,331.1,5.061,14.11,151.9,166.6,48.08,18.63,397.8,6.081
United Kingdom,2019,GBR,65940728.0,2950625000000.0,323.75,4.91,13.69,150.17,162.89,46.34,18.07,388.17,5.887
United Kingdom,2020,GBR,66468254.0,3024390000000.0,294.5,4.431,12.21,133.46,145.65,42.33,16.44,353.27,5.315
United Kingdom,2021,GBR,67000000.0,3100000000000.0,304.59,4.546,12.93,137.01,153.26,43.54,16.99,365.13,5.45
Italy,1990,ITA,46086690.0,981392000000.0,422.09,9.159,24.63,193.47,203.85,45.85,23.66,491.6,10.667
Italy,1991,ITA,46455383.0,1005927000000.0,407.08,8.763,23.7,188.45,196.4,45.99,23.63,476.7,10.261
Italy,1992,ITA,46827026.0,1031075000000.0,415.33,8.869,24.65,189.3,202.43,44.53,22.53,482.39,10.302
Italy,1993,ITA,47201643.0,1056852000000.0,411.66,8.721,24.82,188.63,194.96,43.94,23.17,478.77,10.143
Italy,1994,ITA,47579256.0,1083273000000.0,408.69,8.59,23.98,184.27,199.87,43.53,22.59,474.81,9.979
Italy,1995,ITA,47959890.0,1110355000000.0,406.09,8.467,23.7,187.43,192.31,43.08,22.73,471.89,9.839
Italy,1996,ITA,48343569.0,1138114000000.0,391.65,8.101,23.72,180.13,187.34,42.26,21.91,455.82,9.429
Italy,1997,ITA,48730317.0,1166567000000.0,386.64,7.934,22.56,176.48,186.01,43.13,22.09,451.86,9.273
Italy,1998,ITA,49120160.0,1195731000000.0,389.3,7.925,22.66,176.61,188.77,42.1,21.03,452.43,9.211
Italy,1999,ITA,49513121.0,1225624000000.0,387.25,7.821,23.25,178.03,183.33,42.39,21.56,451.2,9.113
Italy,2000,ITA,49909226.0,1256265000000.0,382.92,7.672,19.34,164.71,201.18,40.41,21.46,444.79,8.912
Italy,2001,ITA,50308500.0,1287672000000.0,376.01,7.474,18.84,157.32,195.51,41.84,21.34,439.19,8.73
Italy,2002,ITA,50710968.0,1319863000000.0,377.47,7.444,18.79,160.29,200.44,41.4,20.91,439.78,8.672
Italy,2003,ITA,51116656.0,1352860000000.0,368.5,7.209,17.77,155.34,196.66,39.49,20.22,428.22,8.377
Italy,2004,ITA,51525589.0,1386682000000.0,358.87,6.965,17.24,149.36,189.79,40.59,20.38,419.84,8.148
Italy,2005,ITA,51937794.0,1421349000000.0,352.81,6.793,16.71,149.35,186.75,39.96,20.35,413.12,7.954
Italy,2006,ITA,52353296.0,1456882000000.0,359.81,6.873,17.05,151.93,190.02,39.8,20.11,419.72,8.017
Italy,2007,ITA,52772123.0,1493304000000.0,347.64,6.588,16.35,143.54,187.26,37.71,19.84,405.2,7.678
Italy,2008,ITA,53194300.0,1530637000000.0,342.8,6.444,16.25,144.77,185.72,38.53,19.15,400.48,7.529
Italy,2009,ITA,53619854.0,1568903000000.0,335.98,6.266,15.83,139.07,179.98,36.46,19.02,391.46,7.301
Italy,2010,ITA,54048813.0,1608125000000.0,331.29,6.129,15.6,136.12,178.8,36.07,19.27,386.64,7.153
Italy,2011,ITA,54481203.0,1648329000000.0,332.39,6.101,15.55,139.81,178.16,37.56,19.43,389.38,7.147
Italy,2012,ITA,54917053.0,1689537000000.0,336.91,6.135,15.61,137.82,182.86,35.32,18.19,390.43,7.109
Italy,2013,ITA,55356389.0,1731775000000.0,335.85,6.067,15.13,139.84,184.39,36.61,18.98,391.45,7.071
Italy,2014,ITA,55799240.0,1775070000000.0,319.65,5.729,14.12,131.01,171.22,34.41,18.06,372.12,6.669
Italy,2015,ITA,56245634.0,1819446000000.0,324.54,5.77,14.53,132.19,177.95,34.44,17.48,376.45,6.693
Italy,2016,ITA,56695599.0,1864933000000.0,320.34,5.65,14.27,132.54,171.76,35.28,17.91,373.53,6.588
Italy,2017,ITA,57149164.0,1911556000000.0,313.31,5.482,13.85,129.85,172.14,34.33,18.09,365.72,6.399
Italy,2018,ITA,57606358.0,1959345000000.0,312.44,5.424,13.6,128.4,170.7,33.19,17.45,363.08,6.303
Italy,2019,ITA,58067208.0,2008328000000.0,311.16,5.359,13.7,125.73,171.35,32.74,17.65,361.55,6.226
Italy,2020,ITA,58531746.0,2058537000000.0,286.47,4.894,12.38,117.65,159.3,30.77,15.31,332.56,5.682
Italy,2021,ITA,59000000.0,2110000000000.0,296.29,5.022,12.72,120.79,162.89,33.34,16.37,346.0,5.864
France,1990,FRA,50773472.0,1367438000000.0,390.01,7.681,12.7,277.27,102.91,76.95,35.65,502.6,9.899
France,1991,FRA,51179660.0,1401623000000.0,389.63,7.613,12.65,271.31,103.04,77.19,36.48,503.31,9.834
France,1992,FRA,51589097.0,1436664000000.0,390.48,7.569,12.46,270.13,103.57,77.31,36.27,504.05,9.771
France,1993,FRA,52001810.0,1472581000000.0,387.44,7.451,12.68,278.33,101.77,76.15,35.35,498.94,9.595
France,1994,FRA,52417824.0,1509395000000.0,371.45,7.086,12.04,259.67,99.08,75.98,35.48,482.91,9.213
France,1995,FRA,52837167.0,1547130000000.0,372.28,7.046,11.82,257.67,97.35,73.13,35.22,480.63,9.097
France,1996,FRA,53259864.0,1585808000000.0,379.09,7.118,12.44,269.09,98.29,76.02,35.52,490.63,9.212
France,1997,FRA,53685943.0,1625454000000.0,363.4,6.769,11.86,254.14,96.48,76.0,33.47,472.87,8.808
France,1998,FRA,54115431.0,1666090000000.0,373.27,6.898,12.13,268.28,97.77,74.73,33.26,481.26,8.893
France,1999,FRA,54548354.0,1707742000000.0,360.01,6.6,11.44,258.77,95.63,74.14,34.77,468.92,8.596
France,2000,FRA,54984741.0,1750436000000.0,352.53,6.411,9.89,234.24,103.06,70.83,33.54,456.9,8.31
France,2001,FRA,55424619.0,1794197000000.0,352.87,6.367,9.72,235.07,103.27,73.43,33.84,460.13,8.302
France,2002,FRA,55868016.0,1839051000000.0,362.28,6.485,10.05,242.1,109.22,70.06,32.64,464.98,8.323
France,2003,FRA,56314960.0,1885028000000.0,346.31,6.149,9.43,230.91,102.95,70.93,31.9,449.14,7.975
France,2004,FRA,56765480.0,1932153000000.0,342.96,6.042,9.53,227.37,102.27,71.12,31.81,445.89,7.855
France,2005,FRA,57219603.0,1980457000000.0,337.8,5.904,9.21,225.06,101.99,70.26,31.5,439.56,7.682
France,2006,FRA,57677360.0,2029969000000.0,343.38,5.953,9.31,227.02,104.29,67.47,31.9,442.75,7.676
France,2007,FRA,58138779.0,2080718000000.0,331.92,5.709,8.92,220.59,101.96,66.0,31.49,429.4,7.386
France,2008,FRA,58603889.0,2132736000000.0,335.3,5.721,9.05,224.95,102.73,68.32,32.04,435.66,7.434
France,2009,FRA,59072720.0,2186054000000.0,329.9,5.585,8.78,223.38,102.73,68.16,30.84,428.9,7.261
France,2010,FRA,59545302.0,2240706000000.0,324.97,5.458,8.58,218.89,99.56,65.93,31.43,422.33,7.093
France,2011,FRA,60021665.0,2296723000000.0,324.73,5.41,8.64,215.55,99.17,65.22,31.0,420.95,7.013
France,2012,FRA,60501838.0,2354141000000.0,317.94,5.255,8.19,215.37,96.83,65.06,30.38,413.39,6.833
France,2013,FRA,60985853.0,2412995000000.0,320.83,5.261,8.35,210.89,99.54,63.71,30.25,414.79,6.801
France,2014,FRA,61473739.0,2473320000000.0,312.3,5.08,8.05,204.64,96.16,62.53,29.12,403.94,6.571
France,2015,FRA,61965529.0,2535153000000.0,320.13,5.166,8.11,215.79,101.66,63.27,28.77,412.17,6.652
France,2016,FRA,62461254.0,2598532000000.0,310.04,4.964,7.96,204.12,95.36,62.61,29.72,402.38,6.442
France,2017,FRA,62960944.0,2663495000000.0,313.57,4.98,7.8,208.71,97.29,60.76,29.49,403.81,6.414
France,2018,FRA,63464631.0,2730082000000.0,302.17,4.761,7.49,195.5,96.54,62.27,28.78,393.22,6.196
France,2019,FRA,63972348.0,2798334000000.0,306.79,4.796,7.52,201.93,96.32,59.12,28.26,394.17,6.162
France,2020,FRA,64484127.0,2868293000000.0,284.87,4.418,6.9,186.0,89.21,54.92,26.68,366.47,5.683
France,2021,FRA,65000000.0,2940000000000.0,296.53,4.562,7.26,197.02,92.96,59.35,27.6,383.48,5.9
Poland,1990,POL,29682953.0,316278000000.0,393.4,13.253,260.75,81.15,57.23,55.06,19.85,468.31,15.777
Poland,1991,POL,29920416.0,324185000000.0,378.91,12.664,243.32,76.84,55.37,53.89,20.56,453.36,15.152
Poland,1992,POL,30159780.0,332290000000.0,384.73,12.756,250.02,77.1,55.16,53.2,19.82,457.75,15.177
Poland,1993,POL,30401058.0,340597000000.0,387.52,12.747,248.41,77.58,56.49,51.73,19.18,458.43,15.079
Poland,1994,POL,30644266.0,349112000000.0,381.82,12.46,244.27,78.26,55.29,51.06,19.39,452.27,14.759
Poland,1995,POL,30889421.0,357840000000.0,379.74,12.293,245.7,78.28,54.64,52.44,19.04,451.23,14.608
Poland,1996,POL,31136536.0,366786000000.0,373.91,12.009,243.62,77.62,54.37,49.79,18.62,442.31,14.206
Poland,1997,POL,31385628.0,375955000000.0,373.14,11.889,242.72,76.99,53.93,50.17,18.45,441.76,14.075
Poland,1998,POL,31636713.0,385354000000.0,372.05,11.76,243.4,77.24,53.84,50.5,19.01,441.56,13.957
Poland,1999,POL,31889807.0,394988000000.0,356.89,11.191,235.15,74.14,52.94,50.39,18.38,425.67,13.348
Poland,2000,POL,32144925.0,404863000000.0,352.81,10.975,219.6,73.02,63.26,49.81,18.59,421.2,13.103
Poland,2001,POL,32402085.0,414984000000.0,361.88,11.168,218.86,76.07,63.7,48.55,18.01,428.44,13.223
Poland,2002,POL,32661301.0,425359000000.0,347.0,10.624,213.67,74.86,61.79,47.87,18.56,413.43,12.658
Poland,2003,POL,32922592.0,435993000000.0,338.67,10.287,201.85,70.99,61.75,46.76,18.41,403.84,12.267
Poland,2004,POL,33185973.0,446893000000.0,341.87,10.302,206.54,72.07,62.46,47.74,18.0,407.6,12.282
Poland,2005,POL,33451460.0,458065000000.0,343.61,10.272,207.62,74.52,64.1,47.52,17.08,408.21,12.203
Poland,2006,POL,33719072.0,469517000000.0,327.54,9.714,194.45,70.52,60.55,46.05,17.77,391.36,11.606
Poland,2007,POL,33988825.0,481254000000.0,338.91,9.971,206.26,72.11,63.8,45.21,16.87,401.0,11.798
Poland,2008,POL,34260735.0,493286000000.0,323.67,9.447,192.02,69.34,61.71,44.33,17.25,385.25,11.245
Poland,2009,POL,34534821.0,505618000000.0,325.89,9.437,192.33,70.15,61.25,45.14,16.76,387.79,11.229
Poland,2010,POL,34811100.0,518258000000.0,316.5,9.092,184.93,68.42,61.36,43.98,16.88,377.37,10.84
Poland,2011,POL,35089589.0,531215000000.0,320.95,9.146,193.15,70.3,61.83,44.33,16.86,382.14,10.891
Poland,2012,POL,35370305.0,544495000000.0,313.36,8.859,183.53,66.59,61.42,44.22,15.9,373.49,10.559
Poland,2013,POL,35653268.0,558108000000.0,312.66,8.769,183.56,66.88,62.08,42.22,15.69,370.57,10.394
Poland,2014,POL,35938494.0,572060000000.0,309.44,8.61,183.1,66.11,61.09,42.56,15.55,367.55,10.227
Poland,2015,POL,36226002.0,586362000000.0,299.51,8.268,175.47,64.82,60.2,42.8,16.21,358.52,9.897
Poland,2016,POL,36515810.0,601021000000.0,297.4,8.144,176.47,64.86,58.79,40.4,15.15,352.95,9.666
Poland,2017,POL,36807936.0,616046000000.0,300.4,8.161,174.1,65.12,60.43,40.43,15.46,356.29,9.68
Poland,2018,POL,37102400.0,631448000000.0,291.99,7.87,171.16,64.97,58.82,40.2,15.08,347.27,9.36
Poland,2019,POL,37399219.0,647234000000.0,295.02,7.888,169.0,64.2,58.9,40.0,15.01,350.04,9.359
Poland,2020,POL,37698413.0,663415000000.0,271.55,7.203,154.38,59.64,56.19,37.54,13.71,322.81,8.563
Poland,2021,POL,38000000.0,680000000000.0,283.04,7.448,160.91,63.68,57.36,40.14,14.83,338.01,8.895
Vietnam,1990,VNM,76550773.0,,43.57,0.569,28.26,10.67,4.07,16.16,6.06,65.79,0.859
Vietnam,1991,VNM,77163179.0,,52.66,0.682,34.89,13.03,4.85,19.42,6.93,79.02,1.024
Vietnam,1992,VNM,77780485.0,,59.74,0.768,40.18,14.75,5.51,22.34,8.22,90.29,1.161
Vietnam,1993,VNM,78402728.0,,67.03,0.855,44.89,16.65,6.32,25.35,9.15,101.54,1.295
Vietnam,1994,VNM,79029950.0,,73.82,0.934,48.51,18.04,6.97,28.84,10.12,112.78,1.427
Vietnam,1995,VNM,79662190.0,81330000000.0,82.82,1.04,54.04,20.03,7.87,30.71,11.43,124.96,1.569
Vietnam,1996,VNM,80299487.0,86209000000.0,89.7,1.117,60.18,22.05,8.32,34.6,12.76,137.05,1.707
Vietnam,1997,VNM,80941883.0,91382000000.0,101.43,1.253,66.29,25.26,9.68,38.55,13.79,153.77,1.9
Vietnam,1998,VNM,81589418.0,96865000000.0,107.81,1.321,70.98,26.71,10.13,41.06,14.71,163.58,2.005
Vietnam,1999,VNM,82242134.0,102677000000.0,116.4,1.415,77.93,28.14,11.06,43.75,16.2,176.35,2.144
Vietnam,2000,VNM,82900071.0,108837000000.0,122.59,1.479,76.64,31.96,14.0,47.62,16.95,187.17,2.258
Vietnam,2001,VNM,83563271.0,115368000000.0,131.06,1.568,81.5,33.79,15.13,48.3,17.82,197.18,2.36
Vietnam,2002,VNM,84231778.0,122290000000.0,135.49,1.609,86.32,35.57,15.8,53.42,18.98,207.89,2.468
Vietnam,2003,VNM,84905632.0,129627000000.0,148.13,1.745,93.5,38.96,17.41,56.66,19.97,224.76,2.647
Vietnam,2004,VNM,85584877.0,137405000000.0,158.62,1.853,96.79,41.26,18.98,59.39,20.87,238.88,2.791
Vietnam,2005,VNM,86269556.0,145649000000.0,166.34,1.928,101.89,43.42,19.71,61.03,22.51,249.89,2.897
Vietnam,2006,VNM,86959712.0,154388000000.0,170.02,1.955,103.79,43.69,20.45,65.76,24.11,259.89,2.989
Vietnam,2007,VNM,87655390.0,163651000000.0,174.96,1.996,107.54,44.95,20.86,68.43,24.8,268.19,3.06
Vietnam,2008,VNM,88356633.0,173470000000.0,183.48,2.077,111.77,47.12,22.78,72.81,25.18,281.47,3.186
Vietnam,2009,VNM,89063486.0,183879000000.0,191.97,2.155,119.63,51.24,23.62,71.82,26.1,289.88,3.255
Vietnam,2010,VNM,89775994.0,194911000000.0,203.28,2.264,123.98,52.49,25.36,74.57,28.42,306.27,3.411
Vietnam,2011,VNM,90494202.0,206606000000.0,208.45,2.303,125.0,55.19,26.0,82.11,29.11,319.66,3.532
Vietnam,2012,VNM,91218156.0,219002000000.0,215.98,2.368,132.69,56.62,27.7,82.23,30.22,328.43,3.601
Vietnam,2013,VNM,91947901.0,232143000000.0,221.3,2.407,134.07,59.48,28.48,84.45,30.71,336.46,3.659
Vietnam,2014,VNM,92683484.0,246071000000.0,238.06,2.568,146.74,62.29,30.42,88.02,33.04,359.12,3.875
Vietnam,2015,VNM,93424952.0,260835000000.0,237.24,2.539,141.72,63.9,30.06,91.86,33.3,362.41,3.879
Vietnam,2016,VNM,94172352.0,276486000000.0,248.17,2.635,148.93,66.44,31.81,95.33,35.15,378.65,4.021
Vietnam,2017,VNM,94925730.0,293075000000.0,261.55,2.755,155.02,69.14,33.92,97.12,35.42,394.09,4.152
Vietnam,2018,VNM,95685136.0,310659000000.0,268.54,2.806,158.09,70.84,35.25,102.15,36.03,406.72,4.251
Vietnam,2019,VNM,96450617.0,329299000000.0,276.04,2.862,163.39,75.55,37.24,102.7,37.19,415.93,4.312
Vietnam,2020,VNM,97222222.0,349057000000.0,261.14,2.686,154.01,71.07,35.39,100.53,36.88,398.55,4.099
Vietnam,2021,VNM,98000000.0,370000000000.0,288.51,2.944,169.09,78.93,38.66,111.13,39.45,439.09,4.48
Thailand,1990,THA,54679124.0,237209000000.0,92.52,1.692,22.41,38.17,32.46,32.4,12.47,137.39,2.513
